researchStatement	researchStatementLabel	assertType	objectURI	valueURI	label	homepage	source	dateAnnotated	whoAnnotated	evidence	evidenceVal	evidenceRole	object	precip	numericVal	contVal	evidenceSource	evidenceType	evidenceStatement	objectDose	precipDose	numOfSubjects
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/440	duloxetine_increases_auc_theophylline	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00476	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00277	duloxetine increases the AUC of theophylline 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/duloxetine_increases_auc_theophylline.html	DIKB	"08/23/2010 14:30:03
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/527	1.13	support	THEOPHYLLINE	DULOXETINE	1.13	medium	http://www.ncbi.nlm.nih.gov/pubmed/18307373	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"NOTE: The AUC_i/AUC is from the combined male and female study results. The object dose was given intravenously as a 250 mg dose of aminophylline over 30 minutes.

route of administration: oral (duloxetine)/IV (theophylline)

study duration: 5 days

population: 28 healthy non-smokers (10 male, 18 female)

tested for known CYP450 polymorphisms? No

ages: 18-55

description:

In the nonsmoking men-only study, 10 of 11 subjects completed the study. One subject was withdrawn because of reports of several adverse events (cause not documented) before receiving the study drug. The mean (+/-SD) age of the subjects was 33 +/- 9 years, the mean height was 174.2 +/- 7.2 cm, the mean bodyweight was 73.9 +/- 9.3 kg and the mean BMI was 24.3 +/- 2.0 kg/m2. All subjects were Caucasian. In the nonsmoking women-only study, 18 of 20 subjects completed the study. Two subjects were withdrawn; one had mild to moderate adverse events related to duloxetine administration, and the other, who received only placebo, had poor venous access. The mean (+/-SD) age of the subjects was 38.2 +/- 9.8 years, the mean height was 166.5 +/- 7 cm, the mean bodyweight was 75.3 +/- 10 kg and the mean BMI was 27.1 +/- 2.8 kg/m2. Sixty percent of the subjects were Caucasian and the rest were African American.

METHODS:
The separate studies in women and men were designed identically as single-centre, subject-blind, randomized, two-way, two-period, balanced crossover studies. Duloxetine was administered in a subject-blind manner, but the infusion of aminophylline was open-label. In each period, duloxetine 60 mg and placebo were given orally twice daily on days 1–4 and once on the morning of day 5. On day 5, theophylline 197.5 mg was given as a 30-minute intravenous infusion of aminophylline 250 mg. Each aminophylline dose was separated by at least 17 days.

RESULTS:
In men, the presence of duloxetine was associated with a small, statistically insignificant increase of 7% in the theophylline C_max and the AUC_inf (table IV). However, in women, there was a statistically significant increase in the theophylline C_max (9%) and the AUC_inf (20%). When the results from both men and women were combined, there was a statistically significant increase in the theophylline AUC_inf (13%) but not in the C_max (7%). Nonetheless, the change in the theophylline AUC_inf in the presence of duloxetine was small, and the 90% CI was within the 0.8–1.25 equivalence range for men, and for men and women combined, but narrowly missed the upper boundary of the equivalence range in women (0.8–1.27)."	0.1975	0.12	28
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/443	omeprazole_increases_auc_escitalopram	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00338	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01175	omeprazole increases the AUC of escitalopram 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/omeprazole_increases_auc_escitalopram.html	DIKB	"09/15/2010 13:07:44
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/531	1.51	support	ESCITALOPRAM	OMEPRAZOLE	1.51	medium	http://www.ncbi.nlm.nih.gov/pubmed/16120067	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"route of admininistration: oral

study duration: 6 days

population: 16 healthy subjects (8 male, 8 female) from the UK; 15 Caucasian, 1 of African ancestry

tested for known CYP450 polymorphisms?
Yes -- CYP2D6 and CYP2C19 genotyping -- 1 CYP2D6 poor metabolizer

ages: 18-45

description:
SUBJECTS: 16 healthy subjects (18-45 years; eight male and eight female (15 Caucasian and one black subject) in the omeprazole study were recruited in the UK. CYP2D6 and CYP2C19 [genotyping] were determined according to standard methods. The results were only used to aid interpretation of the pharmacokinetic results. 
STUDY DESIGN: Sixteen subjects were administered omeprazole (30 mg once daily) or placebo for 6 days. On the morning of day 5, a single dose of 20 mg escitalopram was administered. The wash-out period was 3 weeks between the treatments. 
RESULTS: Omeprazole (30 mg once daily) caused a significant increase (+51%) in the AUC(0-inf) for escitalopram given as a single 20 mg oral dose.
A single CYP2D6 poor metabolizer was identified in each of the two studies. However, the results from these subjects were within the ranges of those from the other subjects."	0.02	0.03	16
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/451	venlafaxine_increases_auc_haloperidol	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00285	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00502	venlafaxine increases the AUC of haloperidol 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/venlafaxine_increases_auc_haloperidol.html	DIKB	"05/15/2009 10:17:11
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/539	1.7	support	HALOPERIDOL	VENLAFAXINE	1.7	medium	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/cf2d9bee-f8e3-477a-e4b4-f0e82657b7d2	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"Route of administration: oral

study duration: not mentioned

population: 24 (adults inferred)

ages: mean(std dev): not mentioned


Quote:
Haloperidol

Venlafaxine administered under steady-state conditions at 150 mg/day in 24 healthy subjects decreased total oral-dose clearance (Cl/F) of a single 2 mg dose of haloperidol by 42%, which resulted in a 70% increase in haloperidol AUC. In addition, the haloperidol Cmax increased 88% when coadministered with venlafaxine, but the haloperidol elimination half-life (t1/2) was unchanged. The mechanism explaining this finding is unknown. "	0.002	0.15	24
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/472	ketoconazole_increases_auc_zolpidem	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01026	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00425	ketoconazole increases the AUC of zolpidem 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/ketoconazole_increases_auc_zolpidem.html	DIKB	"08/10/2010 14:42:58
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/564	1.83	support	ZOLPIDEM	KETOCONAZOLE	1.83	medium	http://www.ncbi.nlm.nih.gov/pubmed/9871431	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
route of administration: oral

study duration: two days

population: 12 healthy volunteers (8 male, 4 female); non-smokers

tested for known CYP450 polymorphisms?
N/A

ages: 20 - 40

description:
Twelve healthy volunteers (8 men and 4 women), aged 20 to 40 years, participated after giving written informed consent. All were active ambulatory non-smoking adults, with no evidence of medical disease and taking no other medications. Female subjects were not taking oral contraceptives and did not have contraceptive implants.
   The study had a double-blind, randomized, 5-way
crossover design, with at least 7 days elapsing between
treatments. Medications were separately and identically
packaged in opaque capsules and administered orally. At 8 AM on study day 1, subjects entered the outpatient Clinical Psychopharmacology Research Unit where they received the initial dose of azole (or
placebo) and remained under observation for 30 minutes. Subjects took a second dose of azole (or placebo) at home at 4 PM on day 1. On the morning of day 2, after ingesting a standardized light breakfast with no caffeine-containing food or beverages and no grapefruit juice, they returned to the Research Unit at approximately 7:30 AM. They fasted until 12 noon, after which they resumed a normal diet (without grapefruit juice or caffeine-containing food or beverages). The third dose of azole (or placebo) was given at 8 AM, and the single dose of zolpidem or placebo was given at 9 AM. A final azole (or placebo) dose was given at 5 PM.
    Coadministration of zolpidem with ketoconazole (treatment C) significantly prolonged zolpidem elimination half-life, increased total AUC, and decreased apparent oral clearance when compared to zolpidem plus placebo (treatment B; Figure 3 and Table II). Zolpidem AUC during treatment C was increased by a factor of 1.83 + 0.24 (mean +/- SE) compared to treatment B values, and clearance during treatment C was reduced to 64% +/- 7% of treatment B values.

"	0.005	0.4	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/493	fluoxetine_increases_auc_propafenone	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00472	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01182	fluoxetine increases the AUC of propafenone 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluoxetine_increases_auc_propafenone.html	DIKB	"09/16/2010 11:48:22
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/589	1.5	support	PROPAFENONE	FLUOXETINE	1.5	medium	http://www.ncbi.nlm.nih.gov/pubmed/10579479	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
NOTE: The AUC_i/AUC value given is for the r-propafenone enantiomer and calculated from Table I.

route of administration: oral

study duration: 10 days

population: 9 healthy Chinese volunteers (7 male, 2 female), all nonsmokers and non-drinkers

tested for known CYP450 polymorphisms?
YES -- CYP2D6 phenotyping - All classified as extensive metabolizers

ages: 24-46

description:
SUBJECTS: Nine healthy Chinese volunteers (seven men and two women) were included in the study. The ages ranged from 24 to 46 years and their weights ranged 50 to 75 kg. All subjects were healthy as assessed by a physical examination, an ECG, and blood biochemistry testing. None of the subjects smoked tobacco or drank alcohol. All subjects abstained from drugs for at least 2 weeks before and during the study. Subjects were excluded if they were receiving any medications known to induce or inhibit cytochrome P450. Pregnant women were excluded by a test for serum human chorionic gonadotropin. This study was approved by the Ethics Committee of Nanjing Medical University (Nanjing, China). Written informed consent was obtained from all subjects.

CYP2D6 phenotype: The urinary molar metabolic ratio (MR) of the subjects was calculated by use of the equation: [MR = Dextromethorphan (mg/L)/dextrorphan (mg/L) x 0.948]. Phenotype was determined on the basis of an MR value according to the method of Schmid et al. Any subject with an MR &gt;0.3 was classified as a poor metabolizer; subjects with MR values &lt;=0.3 were classified as an extensive metabolizer.

METHODS: The study was divided into two phases. The first phase examined baseline dextromethorphan metabolic phenotyping and baseline pharmacokinetics of propafenone enantiomers. The second phase was a repeat of the first phase except that it was conducted after subjects took 20 mg/day fluoxetine for 10 days. There was at least a 2-week washout period between the two phases.

RESULTS: All nine subjects had dextromethorphan MR values &lt;0.3 at baseline and were classified as having an extensive metabolizer phenotype for CYP2D6. The dextromethorphan MR for all subjects remained at less than 0.3 after pretreatment with fluoxetine (20 mg/day) for 10 days. However, there were significant differences of mean MR values before and after fluoxetine therapy (0.028 +/- 0.031 versus 0.080 +/- 0.058; P = .001), indicating a strong inhibition of the CYP2D6 activity by fluoxetine in Chinese subjects.

Metabolism of propafenone enantiomers was also impaired significantly after fluoxetine. For S-propafenone, AUC_(0-[infinity]) increased from 2238.3 +/- 725.2 ug x h x L-1 at baseline to 3371.2 +/- 986.7 ug x h x L-1 (P = .001). For R-propafenone, AUC_(0-[infinity]) also increased from 1576.3 +/- 573.1 ug x h x L-1 before fluoxetinetherapy to 2370.7 +/- 704.5 ug x h x L-1 (P = .005)."	0.4	0.02	9
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/543	erythromycin_increases_auc_triazolam	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00199	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00897	erythromycin increases the AUC of triazolam 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_increases_auc_triazolam.html	DIKB	"10/29/2007 13:08:09
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/643	2.06	support	TRIAZOLAM	ERYTHROMYCIN	2.06	high	http://www.ncbi.nlm.nih.gov/pubmed/3771812	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

study duration: 0.5mg oral triazolam was administered alone or after 3 days of pretreatment with .333 mg tid erythromycin

population: 16 males (including 5 smokers)
ages: 19-42

AUC_i/AUC: 41.4/20.1 = 2.06"	0.0005	0.333	16
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/557	fluconazole_increases_auc_fluvastatin	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00196	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01095	fluconazole increases the AUC of fluvastatin 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluconazole_increases_auc_fluvastatin.html	DIKB	"10/29/2007 11:59:09
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/663	1.837	support	FLUVASTATIN	FLUCONAZOLE	1.837	medium	http://www.ncbi.nlm.nih.gov/pubmed/10952477	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

study duration: 4 days pretreatment with oral fluconazole 400mg day 1 and 200mg days 2-4; on day 4 a single oral dose of 40mg fluvastatin

population: 12
male: 5
female: 7

ages: 19-26

AUC_i/AUC 0 to infinity: 955 / 520 = 1.837"	0.04	0.2	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/559	paroxetine_increases_auc_mirtazapine	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00715	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00370	paroxetine increases the AUC of mirtazapine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/paroxetine_increases_auc_mirtazapine.html	DIKB	"08/23/2010 15:39:12
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/665	1.17	support	MIRTAZAPINE	PAROXETINE	1.17	medium	http://www.ncbi.nlm.nih.gov/pubmed/12404553	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"NOTE: AUC_0-24 is used for AUC_i/AUC.

route of administration: oral

study duration: 27 days

population: 20 healthy subjects (11 male, 9 female)

tested for known CYP450 polymorphisms?
Yes -- CYP2D6 - all were extensive metabolizers

ages: 18-45

description:

SUBJECTS
Twelve healthy male and twelve healthy female subjects aged between 18 and 45 years participated in this three-period crossover study. They were extensively screened within 3 weeks of study entry and had to be medically and mentally healthy, as evidenced by medical history, full physical examination, routine clinical laboratory investigations and ECG. Their body mass index had to be within the range 19-29 kg/m2 and they were not allowed to be smokers. Subjects were screened for being extensive metabolizers of CYP2D6 using dextromethorphan as a probe.

Of the 12 males and 12 female subjects enrolled into the study, three subjects (1 male, 2 females) discontinued the study due to the emergence of adverse events on days 21, 23, and 27, respectively, of the 27 day treatment period.

METHODS
Subjects meeting the inclusion criteria were enrolled into the study. They were randomly assigned to one of six treatment sequences in this three-period crossover study without washout intervals. They were admitted to the clinical pharmacology institute two days before the start of the study. In order to mimic clinical practice as much as possible, paroxetine was administered in the morning and mirtazapine in the evening, with a 12h interval between administrations. From day 1 up to and including day 26 paroxetine 20 or 40 mg or placebo was administered at 9 a.m. and mirtazapine 15 or 30 mg or placebo at 9 p.m. each day.

The treatments used were: (A) 20 mg paroxetine plus one placebo paroxetine capsule at 9 a.m. and two placebo mirtazapine tablets at 9 p.m. for the first three days followed by two 20 mg paroxetine capsules at 9 a.m. and two placebo mirtazapine tablets at 9 p.m. for the following 6 days; (B) two placebo paroxetine capsules at 9 a.m. and one 15 mg mirtazapine plus one placebo mirtazapine tablet at 9 p.m. for 3 days followed by two placebo paroxetine capsules at 9 a.m. and two 15 mg mirtazapine tablets at 9 p.m. for the following 6 days; (C) 20 mg paroxetine plus one placebo paroxetine capsule at 9 a.m. and 15 mg mirtazapine plus one placebo mirtazapine tablet at 9 p.m. for 3 days followed by two 20 mg paroxetine at 9 a.m. and two 15 mg mirtazapine at 9 p.m. for the following 6 days. Thus, six possible treatment sequences (TS1 - TS6) were used (Table 1). In those treatment sequences in which either paroxetine or mirtazapine had also been administered in the preceding treatment sequence, the drug was continued at the highest dose, i.e. two 20 mg capsules for paroxetine and two 15 mg tablets for mirtazapine. Two males and two females were randomized to each of the six treatment sequences.

RESULTS

Adding paroxetine to mirtazapine treatment increased the mirtazapine plasma concentrations. The AUC_0-24 increased by approximately 17% during concomitant administration of paxoetine. Statistically significant differences were observed in AUC_0-24 and C_max,av."	0.03	0.04	20
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/568	cimetidine_increases_auc_ziprasidone	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00501	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00246	cimetidine increases the AUC of ziprasidone 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/cimetidine_increases_auc_ziprasidone.html	DIKB	"09/22/2009 18:37:28
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/676	1.069	support	ZIPRASIDONE	CIMETIDINE	1.069	medium	http://www.ncbi.nlm.nih.gov/pubmed/10771455	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
route of administration: oral

study duration:  single oral doses of ziprasidone 40 mg on three occasions at least 7 days apart. On one occasion ziprasidone was administered alone, on another occasion ziprasidone was co-administered with oral cimetidine 800 mg and on a third occasion  ziprasidone was co-administered with oral Maalox1.


population: 11 healthy young subjects, 9 female, 3 male (only 10 completed the cimetidine - ziprasidone study)

tested for known CYP450 polymorphisms?

ages: 18-45

description:
Results The administration of cimetidine increased the ziprasidone AUC(0,inf) by 6% but there were no statistically significant differences in Cmax, tmax or lambda_z between the ziprasidone + cimetidine group and the ziprasidone group. 


"	0.04	0.8	10
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/571	fluvoxamine_increases_auc_lansoprazole	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00448	fluvoxamine increases the AUC of lansoprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_lansoprazole.html	DIKB	"08/10/2010 14:29:24
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/679	9.03	support	LANSOPRAZOLE	FLUVOXAMINE	9.03	high	http://www.ncbi.nlm.nih.gov/pubmed/15963095	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
route of administration: oral

study duration: six days

population: 18 healthy subjects (9 male, 9 female) All Japanese

tested for known CYP450 polymorphisms?
CYP2C19 -- 6 homozygous EMs, 6 heterozygous EMs, and 6 poor metabolizers

ages: 21-34

description:
NOTE: AUC_I/AUC in the DIKB knowledge-base is from the 6 participants classified as homozygous EMs and the value is for the R-enantiomer. The AUC increase for the S-enantiomer was greater; please see the full text. 

Eighteen healthy subjects, of whom six each were homozygous extensive metabolizers (homEMs), heterozygous extensive metabolizers (hetEMs), or poor metabolizers (PMs) for CYP2C19, participated in the study. Each subject received either placebo or fluvoxamine, 25 mg twice daily for 6 days, then a single oral dose of 60 mg of racemic lansoprazole. The plasma concentrations of lansoprazole enantiomers and lansoprazole sulphone were subsequently measured for 24 h post lansoprazole administration using liquid chromatography.

In the homEMs and hetEMs, fluvoxamine significantly increased the AUC(0, inf) and C max and prolonged the elimination half-life of both (R)- and (S)-lansoprazole, whereas in the PMs, the only statistically significant effect of fluvoxamine was on
the AUC(0, inf) for (R)-lansoprazole. The mean fluvoxamine-mediated percent increase in the AUC(0, inf) of (R)-lansoprazole in the homEMs compared with the PMs was significant ( P = 0.0117); however, C max did not differ among the three CYP2C19 genotypes. On the other hand, fluvoxamine induced a significant percent increase in both the AUC(0, inf) and C max for (S)-lansoprazole in the homEMs compared with the hetEMs ( P = 0.0007 and P = 0.0125, respectively) as well as compared with the PMs ( P &lt; 0.0001 for each parameter).

"	0.06	0.05	18
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/571	fluvoxamine_increases_auc_lansoprazole	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00448	fluvoxamine increases the AUC of lansoprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_lansoprazole.html	DIKB	"08/10/2010 14:43:34
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/680	3.82	support	LANSOPRAZOLE	FLUVOXAMINE	9.03	high	http://www.ncbi.nlm.nih.gov/pubmed/16778714	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
NOTE: AUC_I/AUC in the DIKB knowledge-base is from the 6 participants classified as homozygous EMs.

route of administration: oral

study duration: six days

population: 18 healthy volunteers (9 male, 9 female); All Japanese

tested for known CYP450 polymorphisms?
Yes -- CYP2C19 - 6 homozygous EMs, 6 heterozygous EMs, 6 homozygous PMs

ages: mean 25 years (+/- 3.8) 

description:

      Eighteen healthy Japanese volunteers (9 men and 9
women) who were H. pylori-negative were enrolled in this study. Their mean age was 25.1 +/- 3.8 years and mean body weight was 56.6 +/- 13.3 kg. The mutated alleles for CYP2C19, CYP2C19*3(*3), and CYP2C19*2(*2) had been identified using polymerase chain reaction-restriction fragment length polymorphism methods of De Morais et al, before this study. The CYP2C19 genotype analyses revealed 5 different patterns as follows: *1/*1 in 6, *1/*2 in 3, *1/*3 in 3, *2/*2 in 5, and *2/*3 in 1. These were divided into 3 groups, homozygous EMs (*1/*1, n = 6), heterozygous EMs (*1/*2 and *1/*3, n = 6), and PMs (*2/*2 and *2/*3, n = 6).
      A randomized double-blind placebo-controlled
crossover study design in 3 phases was conducted at
intervals of 2 weeks. Fluvoxamine (25 mg) as a capsule containing the equivalent of a tablet (Luvox, Fujisawa Pharmaceutical Co, Ltd, Osaka, Japan), or matched placebo was given orally twice a day (9 AM, 9 PM) for 6 days. On day 6, they took a single oral 60-mg
dose of lansoprazole (Takepron, Takeda Pharmaceutical
Co, Ltd, Osaka, Japan) with 25 mg dose of fluvoxamine, or placebo after overnight fasting (9 AM).
Fluvoxamine pretreatment significantly increased AUC_0-24 of lansoprazole by 3.8-fold in homozygous EMs (P&lt;0.01) and 2.5-fold in heterozygous EMs (P&lt;0.05), and prolonged elimination half-life by 3.0-fold in homozygous EMs (P&lt;0.01) and by 1.7-fold in heterozygous EMs (P&lt;0.05), respectively. There were no differences in AUC_0-24 during fluvoxamine treatment among CYP2C19 genotypes.


"	0.06	0.05	18
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/579	clopidogrel_increases_auc_bupropion	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00758	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01156	clopidogrel increases the AUC of bupropion 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clopidogrel_increases_auc_bupropion.html	DIKB	"09/15/2010 14:16:12
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/693	1.6	support	BUPROPION	CLOPIDOGREL	1.6	medium	http://www.ncbi.nlm.nih.gov/pubmed/15961986	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
route of administration: oral

study duration: 4 days

population: 12 healthy volunteers (all male); all nonsmokers

tested for known CYP450 polymorphisms? No

ages: 22-27

description:
SUBJECTS: Twelve healthy, nonsmoking male volunteers aged 22 to 27 years (weight range, 67-95 kg; body mass index range, 21-26 kg/m2) participated in this study after having given written informed consent. The subjects were ascertained to be in good health by medical history, a full clinical examination, and standard hematologic and blood chemical laboratory tests before enrollment.
METHODS: This study was an open crossover study with 3 phases. Between phases 1 and 2, there was a 1-week-long washout period, and between phases 2 and 3, there was a washout period of 2 weeks. The first phase was a control period, in which all volunteers received a single oral dose of bupropion (Zyban sustained release, 150 mg; GlaxoSmithKline, Uxbridge, United Kingdom). In the second and third phases the volunteers received a 4-day-long oral antiplatelet agent pretreatment in randomized balanced order with either clopidogrel (Plavix, 75 mg once daily; Sanofi Synthelabo, Guildford, United Kingdom) or ticlopidine
(Ticlid, 250 mg twice daily; Sanofi Synthelabo). On day 4, 1 hour after the last dose of the antiplatelet agent, a single 150-mg dose of bupropion was administered. Venous blood samples (10 mL each) for determination of bupropion and hydroxybupropion concentrations were taken just before and at 1, 2, 3, 4, 5, 6, 8, 12, 24, 48, and 72 hours after administration of bupropion. In all phases the volunteers fasted for 8 hours before
and 4 hours after administration of bupropion. Identical meals were provided on the 3 study days. Volunteers were also required to refrain from strenuous physical exercise, alcohol- or caffeine-containing drinks, smoking, grapefruit juice, and other medications for 2 days before and after study drug administration.
RESULTS: Both of the thienopyridine
derivatives had a significant effect on the AUC of
bupropion: in the clopidogrel phase, the bupropion
AUC increased by 60% (P = .02; 95% CI, 21% to
98%)."	0.15	0.075	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/600	ketoconazole_increases_auc_venlafaxine	increase_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01026	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00285	ketoconazole increases the AUC of venlafaxine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/ketoconazole_increases_auc_venlafaxine.html	DIKB															
